preco;quartos;suites;vagas;area;bairro;tipo;cidade;url;descricao;caracteristica
650000;3;1;2;176;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+176m2/ID-9365652/?paginaoferta=42;0505 - Apto, ZONA NORTE, 03 dormitorios, 01 suite, estar intimo, estar social, jantar, sacada, cozinha, dep.empregada, banheiro social, area servico, lareira, gas central, porta gar.automat, 02 garagens, 03 banheiros, churrasqueira, piso: flutuante, elevador. Valor a Vista: 650,000.00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Lareira, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
40000;;0;0;357;Tres Vendas;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+tres-vendas+pelotas+rs/ID-14866807/?paginaoferta=42;ZEFERINO COSTA: Rua asfaltada, medindo 10,5x34. R$40.000  Ver descricao completa;
390000;3;1;2;130;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+areal+pelotas+rs+130m2/ID-16427452/?paginaoferta=42;Casa AREAL 3 Dorm(1 Suite),Sala estar,Cozinha,Area Servico,2 Banheiros,2 Garagens,Piso Frio/Flutuante,Churrasqueira,Lareira,Sacada,Patio. Preco: R$ 390.000,00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Lareira                  Caracteristicas das Areas Comuns: Churrasqueira
250000;2;1;1;52;Areal;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+areal+pelotas+rs+52m2/ID-14281880/?paginaoferta=43;Apartamento 2 dormitorios (sendo 1 suite. Nunca habitado, documentacao em dia, entrega imediata. Condominio com piscina infantil aquecida, piscina adulto com raia e deck molhado, redario, playground kids, quiosques com churrasqueira e forno de pizza, pergolados com parrilla, fitness ao ar livre, academia, quadra poliesportiva, bicicletario, saloes de festas com churrasqueira, espaco gourmet, brinquedoteca, portaria 24 horas, sistema de cameras. Baixo custo de condominio. Tenha mais informacoes conversando conosco, estamos a disposicao atraves dos telefones ou WhatsApp (53) 9.9982.3196 - Carlos e (53) 9.8124.7010 - Marcelo, atendemos 7 dias por semana. Somos especialistas em terrenos e imoveis prontos e na planta, residenciais e comerciais, com atuacao concentrada nos bairros de melhor padrao.  Ver descricao completa;Andares: 17 |                         Ano de Construcao: 2017                  Caracteristicas do Imovel: Acessibilidade, Ambientes Integrados, Cozinha Americana, Gas Encanado, Janelas Grandes, Ventilacao Natural                  Caracteristicas das Areas Comuns: Academia, Area de Lazer, Campo de Futebol, Children Care, Churrasqueira, Espaco Gourmet, Hall de Entrada, Horta, Piscina, Playground, Quadra Poliesportiva, Sala de Ginastica, Salao de Festas, Salao de Jogos, Vestiario
159000;2;0;0;56;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+56m2/ID-17328176/?paginaoferta=43;Apto CENTRO com 2 Dormitorios, Sala estar, Cozinha e area servico, Banheiro, Piso Parquet. Preco: R$ 159.000,00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico
310000;2;0;1;89;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+89m2/ID-12588126/?paginaoferta=43;PROXIMO A AV. BENTO GONCALVES: 2 dorms., de frente, c/ dependencia de empregada, p/ investidores, imovel alugado. R$310.000 4069  Ver descricao completa;Ano de Construcao: 1984                  Caracteristicas do Imovel: Area de Servico
149900;2;0;1;46;Fragata;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+fragata+pelotas+rs+46m2/ID-16512729/?paginaoferta=43;Aproveite a oportunidade! Excelente AP, 3o andar, Bloco de Frente, posicao solar Leste, a uma quadra da Duque de Caxias. Cond. Praca dos Recreios * 2 Dormitorios * Sala * Cozinha * Banheiro * Area de Servico * Vaga para carro * Apartamento com Piso Laminado e Porcelanato. Box de vidro no banheiro. * Somente R$ 149.900 (Aceita financiamento) * Vale a pena conferir! # Contatos: (53) 98467-0065 (Oi e Whatsapp) (53) 98109-3410 (Tim) CRECI 54773  Ver descricao completa;Caracteristicas do Imovel: Acesso 24 horas, Area de Servico, Sala de Jantar                  Caracteristicas das Areas Comuns: Playground, Quadra Poliesportiva, Salao de Festas
650000;3;0;3;1000;Laranjal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+laranjal+pelotas+rs+1.000m2/ID-15499284/?paginaoferta=43;97917 REQUINTE OFERECE: Excelente residencia no laranjal, com 3 dormitorios, demais dependencias, piscina, garagem e patio p varios carros, proximo a praia, vale conferir.  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Casa de Alvenaria, Cerca, Lareira, Lavabo, Piso Laminado                  Caracteristicas das Areas Comuns: Churrasqueira, Espaco Gourmet, Jardim, Patio/Estacionamento, Piscina, Salao de Jogos
335000;2;0;0;76;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+76m2/ID-17148100/?paginaoferta=44;Apartamento em otima localizacao central, proximo Av. Bento, esquina hospital Miguel Piltcher, 5o andar com elevador, sem vaga de garagem, portaria 24h, sala fitness, 2 dormitorios, sala de estar, cozinha, copa, banheiro, area de servico, cliente quer casa ate 450 mil. - 12/02/2018  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Interfone, TV a cabo
500000;;0;0;1177;Centro;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+centro+pelotas+rs/ID-16485519/?paginaoferta=44;Proximo a Rodoviaria!  Ver descricao completa;Caracteristicas do Imovel: Estuda Permuta, Vista Panoramica                  Caracteristicas das Areas Comuns: Energia Eletrica, Esgoto, Esquina, Estrada Asfaltada                 Informacoes Complementares: Otimo terreno area central, proximo da Rodoviaria, 11x107m.
80000;;0;0;166;Recanto de Portugal;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+recanto-de-portugal+pelotas+rs/ID-12049559/?paginaoferta=44;TERRENO RECANTO DE PORTUGAL: com 166 m, otima posicao solar, local calmo, estuda proposta. R$80.000. 15592  Ver descricao completa;
170000;2;0;1;50;Fragata;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+fragata+pelotas+rs+50m2/ID-10568807/?paginaoferta=44;Excelente apartamento fragata, 2 dormitorios, sala com sacada com churrasqueira, lareira, vaga de garagem. Imperdivel. APARTAMENTO NOVO. R$170.000,00 - 12/02/2018  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Interfone, TV a cabo, WC Empregada                  Caracteristicas das Areas Comuns: Churrasqueira
850000;2;1;1;65;Vila Jardim Europa;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+vl-jd-europa+pelotas+rs+65m2/ID-9193775/?paginaoferta=44;Recanto Sul Imoveis vende:Mobiliado e decorado no Jardim Europa!2 Dormitorios (1 suite), banheiro social, cozinha americana, area de servico, living 2 ambientes c/ sacada aberta e uma vista linda. Predio c/ infra de clube, piscina, seguranca 24h, cancha poliesportiva, salao de festas, espaco gourmet, sala de jogos e fitness.  Ver descricao completa;Ano de Construcao: 2008                  Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira, Jardim, Playground, Sala de Ginastica, Salao de Festas, Salao de Jogos
370000;2;0;3;144;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+areal+pelotas+rs+144m2/ID-13269989/?paginaoferta=45;JUSCELINO PROX A NETO: Terrea, 2 dorms, sala de estar, jantar, cozinha, salao de festas com churrasqueira, patio, garagem. R$370.000  Ver descricao completa;
138000;;0;0;544;Areal;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+areal+pelotas+rs+544m2/ID-9353551/?paginaoferta=45;0100 - Terreno na DOMINGOS DE ALMEIDA, bairro AREAL, 13,6 x 40. Valor a Vista: 138,000.00X  Ver descricao completa;
150000;2;0;1;50;Fragata;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+fragata+pelotas+rs+50m2/ID-15759600/?paginaoferta=45;APARTAMENTO PROXIMO A DUQUE DE CAXIAS: 02 dorms, sala, cozinha americana, vaga de estacionamento, ensolarado, condominio fechado, portaria 24h estuda propostas. R$ 150.000,00 16877  Ver descricao completa;Caracteristicas do Imovel: Interfone, Sala de Jantar                  Caracteristicas das Areas Comuns: Playground
299000;2;0;1;148;Tres Vendas;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+tres-vendas+pelotas+rs+148m2/ID-10704113/?paginaoferta=45;SOBRADO DE ESQUINA PROXIMO A FERRAGEM LORENZETI: 148m2, Sacada, churrasqueira, pecas amplas, patio, financiavel. R$299.000. 8791  Ver descricao completa;Caracteristicas do Imovel: Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
78000;;0;0;366;Tres Vendas;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+tres-vendas+pelotas+rs+366m2/ID-9061151/?paginaoferta=45;0682 - Terreno na DOUTOR FELIX ANTONIO CAPUTO, bairro TRES VENDAS. Valor a Vista: 78,000.00X  Ver descricao completa;
190000;1;0;1;82;Fragata;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+1-quarto+fragata+pelotas+rs+82m2/ID-9353515/?paginaoferta=46;0335 - Casa na DOUTOR ALVARO BAPTISTA, bairro FRAGATA, 01 dormitorio, estar social, cozinha, banheiro social, patio, area servico, lareira, piscina, 01 garagem, churrasqueira, piso: FRIO. Valor a Vista: 190,000.00X  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Lareira                  Caracteristicas das Areas Comuns: Churrasqueira
380000;3;0;2;98;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+areal+pelotas+rs+98m2/ID-13854435/?paginaoferta=46;TRES DORMITORIOS, SALA, COZINHA, AREA DE SERVICO, GARAGEM PARA DOIS CARROS. R$ 380.000,00. CA-1163  Ver descricao completa;
572400;4;1;2;179;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+areal+pelotas+rs+179m2/ID-16427453/?paginaoferta=42;Casa com 4 Dormitorios, 1 Suite, 2 Garagens, 2 Banheiros, Area de Servico, Churrasqueira, Cozinha, Despensa, Escritorio, Estar Social, Lareira, Lavabo, Piscina, Piso Laminado, Porcelanato, Sacada  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Despensa, Escritorio, Lareira, Lavabo                  Caracteristicas das Areas Comuns: Churrasqueira, Piscina
528000;3;3;3;132;Sao Goncalo;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa-de-condominio+3-quartos+s-goncalo+pelotas+rs+132m2/ID-17154915/?paginaoferta=47;Excelente casa com 3 dormitorios, sendo 2 suites e 1 suite master, sala de estar e jantar, lavabo, lareira, churrasqueira, cozinha, closet, sacada, alto padrao de acabamento, espera para ar condicionado, 3 vagas particulares de estacionamento e patio privativo com espera para piscina. Condominio fechado com circuito interno de TV monitorado por smartphone, quadra poliesportiva, playground, quiosque com churrasqueira, area de recanto e convivencia com vegetacao nativa.  Ver descricao completa;Ano de Construcao: 2018                  Caracteristicas do Imovel: Acessibilidade, Churrasqueira na Varanda, Closet, Cozinha Grande, Laje, Lareira, Lavabo, Porcelanato, Sala de Jantar, Varanda                  Caracteristicas das Areas Comuns: Churrasqueira, Hall de Entrada, Jardim, Quadra Poliesportiva                 Informacoes Complementares: 35% de obra pronta. Ampla negociacao. Morar bem tem um novo endereco Figueiras da Marina. Agende sua visita. Oferecemos ampla negociacao. entre em contato atraves do nosso site. https://www.bcgincorp.com.br ou pelo nosso whatsapp 53 9 9161 8431
940000;3;1;2;186;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+186m2/ID-16604346/?paginaoferta=47;IMPERDIVEL! Excelente Cobertura, de Fino Acabamento. A poucos metros da Av. Dom Joaquim. Voce que gosta de conforto, seguranca e qualidade de vida, nao pode perder essa! * 3 Dormitorios (Sendo 1 Suite, com closed e banheira de hidromassagem) * Sala * Cozinha * Banheiro * Area de Servico * 2 Vagas de Garagem * Somente R$ 940.000 (Aceita Financiamento) * Agende ja sua visita! # Contatos: (53) 98467-0065 (Oi e Whatsapp) (53) 98109-3410 (Tim) CRECI 54773  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Closet, Lareira, Lavabo, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
159000;2;0;0;40;Areal;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+areal+pelotas+rs+40m2/ID-16427365/?paginaoferta=48;Apto VILLAGE II 2 Dorm,Sala estar e jantar,Cozinha,Area serv,wc,Box Coberto na frente,Gradeado,Piso Laminado. Preco: R$ 159.000,00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Sala de Jantar
120000;2;0;1;100;Laranjal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+laranjal+pelotas+rs+100m2/ID-9061172/?paginaoferta=48;0357 - Casa, BALNEARIO DOS PRAZERES, 2 dormitorios, estar social, cozinha, banheiro social, wc auxiliar, patio, area servico, lavanderia, 1 garagem, 2 banheiros, churrasqueira. Valor a Vista: 120,000.00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico                  Caracteristicas das Areas Comuns: Churrasqueira
950000;3;2;1;400;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+400m2/ID-9365694/?paginaoferta=48;0376 - Cobertura, bairro CENTRO, 3 dormitorios, 2 suites, closet, estar intimo, estar social, jantar, sacada, cozinha, dep.empregada, banheiro social, wc auxiliar, area servico, despensa, lavabo, gas central, aquec.eletrico, ar condic., armario cozinha, armario embutido, piscina, porta gar.automat,X1 garagem, 5 banheiros, churrasqueira, piso: flutuante, elevador. Valor a Vista: 740,000.00  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Armario de Cozinha, Armario Embutido, Closet, Despensa, Lavabo, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
150000;1;0;1;65;Tres Vendas;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+1-quarto+tres-vendas+pelotas+rs+65m2/ID-15174377/?paginaoferta=48;APARTAMENTO 1DORM PROXIMO A ANHANGUERA: condominio fechado, ensolarado, box privativo, infraestrutura completa. R$150.000,00.  Ver descricao completa;Caracteristicas das Areas Comuns: Playground
230000;2;0;1;121;Fragata;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+fragata+pelotas+rs+121m2/ID-9353513/?paginaoferta=49;0340 - Casa, bairro FRAGATA, 2 dormitorios, estar social, cozinha, banheiro social, area servico, lavanderia, 1 garagem, churrasqueira. Valor a Vista: 230,000.00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico                  Caracteristicas das Areas Comuns: Churrasqueira
420000;3;1;1;135;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+135m2/ID-13854476/?paginaoferta=49;TRES DORMITORIOS (UM SUITE), SALA DE ESTAR, DEPENDENCIA COMPLETA DE EMPREGADA, AREA DE SERVICO, ANDAR ALTO, OTIMA POSICAO SOLAR, GARAGEM, ELEVADOR. R$ 420.000,00. ESTUDA PROPOSTA. AP-1571  Ver descricao completa;
320000;3;0;2;240;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+centro+pelotas+rs+240m2/ID-12597865/?paginaoferta=49;Excelente residencia...muito bem localizada...a casa pode ser utilizada tanto para moradia como comercio, aceita troca por apartamento de preferencia no Bairro Fragata.  Ver descricao completa;Caracteristicas do Imovel: Armario de Cozinha, Despensa, Quintal, Sala de Almoco                  Caracteristicas das Areas Comuns: Churrasqueira, Copa
185000;2;0;1;60;Colina da Sol;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+colina-da-sol+pelotas+rs+60m2/ID-14789451/?paginaoferta=50;Excelente apartamento, terreo, localizado em frente a Colina do Sol. Financia.  Ver descricao completa;Andares: 4 |                   Caracteristicas do Imovel: Muros e Grades, Piso de Madeira                  Caracteristicas das Areas Comuns: Area de Lazer, Churrasqueira, Salao de Festas
265000;3;1;2;71;Fragata;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+fragata+pelotas+rs+71m2/ID-8250790/?paginaoferta=50;1781 - A Requinte oferece: Otimo imovel, 3 dormitorios c/1 suite e demais dependencias, 2 vagas de garagem coberta, rua asfaltada, ponto de onibus, colegio. Aceita troca por outra imovel.  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Casa de Alvenaria
300000;3;0;2;61;Fragata;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+fragata+pelotas+rs+61m2/ID-8250807/?paginaoferta=50;SOBRADO FRAGATA - 3 dormitorios, sacada, sala estar/jantar, copa/cozinha, banheiro, area servico, lavanderia, grades, garagem (2 carros), patio, tem entrada independente.  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Casa de Alvenaria
600000;4;1;2;187;Fragata;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+fragata+pelotas+rs+187m2/ID-13269986/?paginaoferta=51;FRAGATA SOBRADO COM PISCINA: Amplo, 4 dorms, sendo 1 suite, closet, sala de estar com lareira, sala de jantar ampla, cozinha, garagem, churrasqueira, terraco, sacada. Financia 600.000  Ver descricao completa;
890000;4;0;4;220;Centro;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+4-quartos+centro+pelotas+rs+220m2/ID-9365718/?paginaoferta=51;0485 - Casa na ANDRADE NEVES, bairro CENTRO, 04 dormitorios, copa, cozinha, dep.empregada, banheiro social, patio, area servico, gabinete, ar condic., deposito, varanda, 04 garagens, 02 banheiros, churrasqueira, piso: frio. Valor a Vista: 890,000.00X  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico                  Caracteristicas das Areas Comuns: Churrasqueira
318000;;0;0;1000;Recanto de Portugal;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+recanto-de-portugal+pelotas+rs+1.000m2/ID-9353592/?paginaoferta=51;Terreno RECANTO DE PORTUGAL aterrado e fechado com tela, medindo 20x50, possui construcao com 2 dorm, sala, cozinha e wc. Preco: R$ 318.000,00  Ver descricao completa;
320000;2;0;1;150;Fragata;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+fragata+pelotas+rs+150m2/ID-9353588/?paginaoferta=52;0317 - Casa, COHAB FRAGATA, proxima ao antigo Pois Pois, 2 dormitorios, cozinha, patio, area servico, lareira, ar condic., varanda, 1 garagem, churrasqueira. Valor a Vista: 320,000.00. Financiavel.X  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Lareira                  Caracteristicas das Areas Comuns: Churrasqueira
230000;;0;0;1000;Laranjal;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+laranjal+pelotas+rs+1.000m2/ID-9061175/?paginaoferta=52;0221 - Terreno na ADOLFO FETTER, bairro LARANJAL, 20x50, murado. Valor a Vista: 230,000.00X  Ver descricao completa;
408890;2;1;2;68;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+2-quartos+centro+pelotas+rs+68m2/ID-16836383/?paginaoferta=52;O Hola sao duas torres com 17 pavimentos num total de 184 apartamentos, com opcoes de 1 ou 2 dormitorios de 42m2 a 67m2 com ou sem terraco ou sacada, a area contempla espaco kids com brinquedos e TV, bicicletario com espaco para manutencao e academia com equipamentos para diferentes exercicios , aceita financiamento, Pleno(2 dormitorios com suite).  Ver descricao completa;Andares: 17 |                   Caracteristicas do Imovel: Acessibilidade, Ambientes Integrados, Ar Condicionado, Churrasqueira na Varanda, Cozinha Americana, Escada, Gas Encanado, Janelas Grandes, Lareira, Muros e Grades, Piso Laminado, Porcelanato, Rampas, Sala Grande, Varanda, Vista Panoramica                  Caracteristicas das Areas Comuns: Academia, Area de Lazer, Biblioteca, Churrasqueira, Espaco Gourmet, Hall de Entrada, Playground, Salao de Festas, Salao de Jogos                 Informacoes Complementares: Parque Una Bairro Planejado! Empreendimento
160000;2;0;1;48;Tres Vendas;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+tres-vendas+pelotas+rs+48m2/ID-16427345/?paginaoferta=52;1031 - Casa TRES VENDAS, prox SEST/SENAT 2 Dormit,Estar Social,Cozinha,area Serv,wc,Garagem,Piso Frio,Gradeada,Murada,Patio. Preco: R$ 160.000,00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico
139000;3;0;2;133;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+areal+pelotas+rs+133m2/ID-16573812/?paginaoferta=52;Abaixo do valor de mercado! Casa no Areal. Precisa reformas. * Somente R$ 139.000 * 3 Dormitorios * Sala * Cozinha * 2 Banheiros * Area de Servico * 2 Vagas de Garagem * Churrasqueira * Patio * Agende ja sua visita! # Contatos: (53) 98467-0065 (Oi e Whatsapp) (53) 98109-3410 (Tim) CRECI 54773  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
350000;2;1;6;100;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+areal+pelotas+rs+100m2/ID-9353563/?paginaoferta=52;0180 - Casa, bairro AREAL, 2 dormitorios, 1 suite, estar intimo, estar social, jantar, cozinha, banheiro social, wc auxiliar, patio, area servico, lavanderia, lareira, ar condic., grades, porta gar.automat, 6 garagens, 2 banheiros, churrasqueira. Valor a Vista: 350,000.00X  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Lareira, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
800000;;0;0;170;Centro;Predio;pelotas;https://www.zapimoveis.com.br/oferta/venda+predio-inteiro+centro+pelotas+rs+170m2/ID-10843858/?paginaoferta=52;Otimo predio comercial, bem localizado, em uma das ruas de mais movimento da cidade, central. R$800.000,00 - 12/02/2018  Ver descricao completa;
308400;;0;0;1028;Centro;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+centro+pelotas+rs/ID-17132916/?paginaoferta=53;O Eixosul Complexo Industrial e Logistico e um empreendimento que foi pensado e planejado para receber instalacoes industriais, comerciais e logisticas de variados segmentos e portes. Contempla na 1 fase 112 lotes a partir de 1.000 m , terrenos planos, rede de fibra-otica, avenidas para veiculos de grande porte, rateio de custos de manutencao e seguranca, parques lineares. Localizacao estrategica: as margens da BR 116, no perimetro urbano da cidade de Pelotas, e a apenas 59 km do Polo Naval de Rio Grande traz facilidades logisticas para a sua empresa. \Disponibilidade e valor podem sofrer alteracoes sem previo aviso, consulte-nos.\  Ver descricao completa;Caracteristicas das Areas Comuns: Energia Eletrica, Esgoto
290000;2;0;2;143;Laranjal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+2-quartos+laranjal+pelotas+rs+143m2/ID-9061165/?paginaoferta=53;0281 - Casa no BARRO DURO, 1 quadra da praia, 2 dormitorios, estar social, jantar, sacada, cozinha, banheiro social, patio, area servico, lareira, ar condic., alarme, tv a cabo, 2 garagens, 2 banheiros, churrasqueira. Valor a Vista: 290,000.00. Financiavel.X  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Lareira, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
360000;3;0;1;86;Centro;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+centro+pelotas+rs+86m2/ID-16427362/?paginaoferta=53;1032 - Apto CENTRO, prox DOM JOAQUIM,3 Dorm,Sala Estar/jantar,Cozinha,Area Serv,2 Wcs,Garagem,Piso Frio/Lamin,Churrasq. Preco: R$ 360.000,00  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
585000;3;2;4;184;Recanto de Portugal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+recanto-de-portugal+pelotas+rs+184m2/ID-16733583/?paginaoferta=53;Poco artesiano, arvores frutiferas e exoticas, deposito, agua quente, central de gas, forno a lenha, parrilha completa, fogao campeiro, mobiliario embutido de alvenaria, piso porcelanato de primeira e tabuao, exaustor, mezanino, seguranca armada 24 horas, proximo ao Arroio Pelotas, cerca eletrica, alarme monitorado, cameras de seguranca, portao eletronico, frente oeste.  Ver descricao completa;Andares: 1 |                   Caracteristicas do Imovel: Ambientes Integrados, Ar Condicionado, Armario Embutido, Churrasqueira na Varanda, Cozinha Grande, Escada, Escritorio, Gas Encanado, Janelas Grandes, Lareira, Lavabo, Moveis Planejados, Muros e Grades, Porcelanato, Quintal, Sala de Jantar, Sala Grande, Varanda Gourmet, Vista Panoramica                   Informacoes Complementares: Casa Recanto de Portugal!
160000;3;0;0;42;Areal;Apartamento;pelotas;https://www.zapimoveis.com.br/oferta/venda+apartamento+3-quartos+areal+pelotas+rs+42m2/ID-8302572/?paginaoferta=53;VILLAGE II - 03 dormitorios, terreo, area de servico, sala de estar, cozinha, WC social, aceita financiamento. R$ 160.000,00 - 12/02/2018  Ver descricao completa;Caracteristicas do Imovel: Area de Servico, TV a cabo                  Caracteristicas das Areas Comuns: Churrasqueira
370000;;0;0;1200;Recanto de Portugal;Terreno;pelotas;https://www.zapimoveis.com.br/oferta/venda+terreno-padrao+recanto-de-portugal+pelotas+rs/ID-12049555/?paginaoferta=54;TERRENO EM CONDOMINIO FECHADO: alto padrao, otima infraestrutura, seguranca, acesso a esportes nauticos, amplo espaco 20x60, estuda propostas. R$370.000. 15593  Ver descricao completa;Caracteristicas do Imovel: Interfone                  Caracteristicas das Areas Comuns: Playground
320000;3;0;2;132;Tres Vendas;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+tres-vendas+pelotas+rs+132m2/ID-9061186/?paginaoferta=54;0515 - Casa, ARCO IRIS, 03 dormitorios, estar social, jantar, cozinha, banheiro social, patio, area servico, ar condic., piscina, 02 garagens, 02 banheiros, churrasqueira, piso: frio. Valor a Vista: 320,000.00X  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Sala de Jantar                  Caracteristicas das Areas Comuns: Churrasqueira
320000;3;2;1;193;Areal;Casa;pelotas;https://www.zapimoveis.com.br/oferta/venda+casa+3-quartos+areal+pelotas+rs+193m2/ID-9061198/?paginaoferta=54;0700 - Casa no bairro AREAL, 3 dormitorios, 2 suites, estar intimo, estar social, cozinha, banheiro social, wc auxiliar, patio, area servico, lareira, ar condic., grades, 1 garagem, 4 banheiros, churrasqueira, piso: Ceramica. Valor a Vista: 320,000.00X  Ver descricao completa;Caracteristicas do Imovel: Ar Condicionado, Area de Servico, Lareira                  Caracteristicas das Areas Comuns: Churrasqueira
